dataset,method,threshold,balanced_accuracy,precision,recall,f1,g_mean,mcc,roc_auc,pr_auc,accuracy,tn,fp,fn,tp,status,scenario,noise,class_sep,feature_noise_std,flip_y,ir,train_c0,train_c1,train_ir_actual,test_c0,test_c1,test_ir_actual,seed
synthetic,SMOTE-ENN + RF,0.5,0.9176666666666666,0.9473684210526315,0.84,0.8904593639575972,0.9143741028703732,0.8821297319738161,0.9954488888888889,0.9611553270316006,0.9812121212121212,1493.0,7.0,24.0,126.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,0
synthetic,Balanced Bagging,0.5,0.9213333333333333,0.7021276595744681,0.88,0.7810650887573964,0.9204057076456374,0.7624203207330699,0.9771377777777778,0.8808645177913765,0.9551515151515152,1444.0,56.0,18.0,132.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,0
synthetic,Balanced Random Forest,0.5,0.9246666666666666,0.7844311377245509,0.8733333333333333,0.8264984227129337,0.923240669237081,0.8095442956127399,0.9892466666666667,0.9218702721305435,0.9666666666666667,1464.0,36.0,19.0,131.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,0
synthetic,EasyEnsemble,0.5,0.764,0.23636363636363636,0.78,0.3627906976744186,0.7638324423589248,0.33123146848433,0.846951111111111,0.49566152198259844,0.7509090909090909,1122.0,378.0,33.0,117.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,0
synthetic,RUSBoost,0.5,0.5803333333333334,0.1371308016877637,0.43333333333333335,0.20833333333333334,0.5614069627086734,0.1020761334157867,0.63422,0.16666943447881644,0.7006060606060606,1091.0,409.0,85.0,65.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,0
synthetic,Baseline RF,0.5,0.8160000000000001,0.979381443298969,0.6333333333333333,0.7692307692307693,0.7952917005029594,0.7723901777295178,0.9703466666666667,0.8912030869198199,0.9654545454545455,1498.0,2.0,55.0,95.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,RF (balanced_subsample),0.5,0.7963333333333333,0.9888888888888889,0.5933333333333334,0.7416666666666667,0.770024530633783,0.750271081114483,0.98462,0.9192426198786066,0.9624242424242424,1499.0,1.0,61.0,89.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,Class weight LogisticRegression,0.5,0.857,0.3798219584569733,0.8533333333333334,0.5256673511293635,0.8569921560641939,0.5091457903588942,0.9291288888888889,0.671822832842405,0.86,1291.0,209.0,22.0,128.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,Custom weighted log-loss LR,0.5,0.84,0.5067264573991032,0.7533333333333333,0.6058981233243967,0.8355171385967429,0.5717889440146624,0.9264888888888889,0.7009159653359782,0.9109090909090909,1390.0,110.0,37.0,113.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,Random Oversampling + RF,0.5,0.8356666666666667,0.9711538461538461,0.6733333333333333,0.7952755905511811,0.8197479287358198,0.7941600863870142,0.9851266666666667,0.9218549034774149,0.9684848484848485,1497.0,3.0,49.0,101.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,Random Undersampling + RF,0.5,0.913,0.59375,0.8866666666666667,0.7112299465240641,0.9126201595162993,0.6932462586810805,0.9717888888888889,0.8767015131644089,0.9345454545454546,1409.0,91.0,17.0,133.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,SMOTE + RF,0.5,0.8906666666666667,0.8686131386861314,0.7933333333333333,0.8292682926829268,0.8853323293166998,0.8140439708719637,0.9852511111111111,0.9214662559068494,0.9703030303030303,1482.0,18.0,31.0,119.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,Borderline-SMOTE + RF,0.5,0.8926666666666667,0.8450704225352113,0.8,0.821917808219178,0.8878438301112795,0.8050084655802817,0.9804133333333334,0.9048797735793221,0.9684848484848485,1478.0,22.0,30.0,120.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,ADASYN + RF,0.5,0.8983333333333333,0.8299319727891157,0.8133333333333334,0.8215488215488216,0.894302956373162,0.803951310756686,0.9819044444444445,0.8967136594609612,0.9678787878787879,1475.0,25.0,28.0,122.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,SMOTE-Tomek + RF,0.5,0.8906666666666667,0.8686131386861314,0.7933333333333333,0.8292682926829268,0.8853323293166998,0.8140439708719637,0.9852511111111111,0.9214662559068494,0.9703030303030303,1482.0,18.0,31.0,119.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,SMOTE-ENN + RF,0.5,0.8986666666666667,0.8356164383561644,0.8133333333333334,0.8243243243243243,0.8946060585531489,0.8071064790666983,0.9847311111111111,0.9124123679403896,0.9684848484848485,1476.0,24.0,28.0,122.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,Balanced Bagging,0.5,0.8956666666666666,0.6331658291457286,0.84,0.7220630372492837,0.893935120688297,0.698538704673303,0.9686955555555555,0.8541702622265049,0.9412121212121212,1427.0,73.0,24.0,126.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,Balanced Random Forest,0.5,0.9046666666666667,0.7325581395348837,0.84,0.782608695652174,0.9023524810183656,0.7614076680944803,0.9700888888888888,0.8782942421545871,0.9575757575757575,1454.0,46.0,24.0,126.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,EasyEnsemble,0.5,0.852,0.38181818181818183,0.84,0.525,0.8519154887663447,0.5059644256269407,0.9266488888888889,0.7317043191483648,0.8618181818181818,1296.0,204.0,24.0,126.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,RUSBoost,0.5,0.7463333333333333,0.22420634920634921,0.7533333333333333,0.345565749235474,0.7463005054563774,0.30749415248606765,0.8209866666666668,0.4843313915317129,0.7406060606060606,1109.0,391.0,37.0,113.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,1
synthetic,Baseline RF,0.5,0.7729999999999999,0.9879518072289156,0.5466666666666666,0.703862660944206,0.7391226029707264,0.7181420503992997,0.9682999999999999,0.8743877554614092,0.9581818181818181,1499.0,1.0,68.0,82.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,RF (balanced_subsample),0.5,0.7566666666666666,1.0,0.5133333333333333,0.6784140969162996,0.7164728420068226,0.6996502622814412,0.97196,0.8836544979198684,0.9557575757575758,1500.0,0.0,73.0,77.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,Class weight LogisticRegression,0.5,0.8380000000000001,0.3719512195121951,0.8133333333333334,0.5104602510460251,0.8376368876521351,0.4869510488092064,0.8979022222222222,0.7337328596150722,0.8581818181818182,1294.0,206.0,28.0,122.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,Custom weighted log-loss LR,0.5,0.8363333333333334,0.5022421524663677,0.7466666666666667,0.6005361930294906,0.8315126777947125,0.5656225926576416,0.8964266666666665,0.7437499954164988,0.9096969696969697,1389.0,111.0,38.0,112.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,Random Oversampling + RF,0.5,0.8223333333333334,0.97,0.6466666666666666,0.776,0.8033513137683496,0.7767130910487164,0.9718666666666667,0.8793907563147059,0.9660606060606061,1497.0,3.0,53.0,97.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,Random Undersampling + RF,0.5,0.8926666666666667,0.5158730158730159,0.8666666666666667,0.6467661691542289,0.8922879455522067,0.6276122826822084,0.9565866666666667,0.8440217478673504,0.9139393939393939,1378.0,122.0,20.0,130.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,SMOTE + RF,0.5,0.8763333333333334,0.8455882352941176,0.7666666666666667,0.8041958041958042,0.8694442669506386,0.7867949253555429,0.9743577777777778,0.8772005677592317,0.9660606060606061,1479.0,21.0,35.0,115.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,Borderline-SMOTE + RF,0.5,0.8566666666666667,0.8449612403100775,0.7266666666666667,0.7813620071684588,0.8467454031630628,0.7638785508166459,0.9696422222222222,0.8474682061567876,0.963030303030303,1480.0,20.0,41.0,109.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,ADASYN + RF,0.5,0.8643333333333334,0.8057553956834532,0.7466666666666667,0.7750865051903114,0.8562865563972535,0.7541895831638683,0.9763288888888889,0.8570162062121793,0.9606060606060606,1473.0,27.0,38.0,112.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,SMOTE-Tomek + RF,0.5,0.8763333333333334,0.8455882352941176,0.7666666666666667,0.8041958041958042,0.8694442669506386,0.7867949253555429,0.9743577777777778,0.8772005677592317,0.9660606060606061,1479.0,21.0,35.0,115.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,SMOTE-ENN + RF,0.5,0.875,0.8214285714285714,0.7666666666666667,0.7931034482758621,0.8682677518420737,0.7737488756768334,0.9721933333333332,0.867298850366616,0.9636363636363636,1475.0,25.0,35.0,115.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,Balanced Bagging,0.5,0.8743333333333333,0.5347826086956522,0.82,0.6473684210526316,0.8726434934534644,0.621400596858317,0.9401888888888889,0.7599997985080323,0.9187878787878788,1393.0,107.0,27.0,123.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,Balanced Random Forest,0.5,0.8803333333333334,0.6703910614525139,0.8,0.729483282674772,0.8766603295081473,0.7031577901082893,0.9601466666666666,0.8572199883338215,0.946060606060606,1441.0,59.0,30.0,120.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,EasyEnsemble,0.5,0.8303333333333334,0.3558823529411765,0.8066666666666666,0.49387755102040815,0.8299959839260267,0.46956805955102654,0.8978355555555556,0.7060408700889883,0.8496969696969697,1281.0,219.0,29.0,121.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,RUSBoost,0.5,0.8043333333333333,0.37037037037037035,0.7333333333333333,0.49217002237136465,0.8011935540873447,0.4554530917884218,0.8565955555555556,0.5784527369395167,0.8624242424242424,1313.0,187.0,40.0,110.0,ok,clean_IR=10:1,clean,1.0,0.0,0.0,10,3500,350,10.0,1500,150,10.0,2
synthetic,Baseline RF,0.5,0.5277777777777778,1.0,0.05555555555555555,0.10526315789473684,0.23570226039551584,0.23350723124715222,0.9138,0.5103017542716703,0.9814814814814815,4500.0,0.0,85.0,5.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,RF (balanced_subsample),0.5,0.5222222222222223,1.0,0.044444444444444446,0.0851063829787234,0.21081851067789195,0.2088324447241671,0.945641975308642,0.5653951002751564,0.9812636165577342,4500.0,0.0,86.0,4.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,Class weight LogisticRegression,0.5,0.7377777777777778,0.05871388630009319,0.7,0.10834049871023216,0.7368099408184507,0.1557911295138873,0.8302913580246913,0.10004609949578981,0.774074074074074,3490.0,1010.0,27.0,63.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,Custom weighted log-loss LR,0.5,0.5565555555555556,0.21153846153846154,0.12222222222222222,0.15492957746478872,0.3480066694408437,0.1481831636574296,0.8130740740740741,0.12389866485325916,0.9738562091503268,4459.0,41.0,79.0,11.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,Random Oversampling + RF,0.5,0.5611111111111111,1.0,0.12222222222222222,0.21782178217821782,0.3496029493900505,0.34657403525521274,0.9477691358024691,0.5848100785883893,0.9827886710239652,4500.0,0.0,79.0,11.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,Random Undersampling + RF,0.5,0.8374444444444444,0.09517766497461928,0.8333333333333334,0.17084282460136674,0.8374343534249693,0.24813648433916194,0.9126703703703704,0.3905237918494205,0.8413943355119826,3787.0,713.0,15.0,75.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,SMOTE + RF,0.5,0.6822222222222222,0.7674418604651163,0.36666666666666664,0.49624060150375937,0.6048568854298113,0.5245201068257462,0.9679148148148149,0.5833317248209967,0.9854030501089325,4490.0,10.0,57.0,33.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,Borderline-SMOTE + RF,0.5,0.6604444444444445,0.8285714285714286,0.32222222222222224,0.464,0.5672676551616465,0.5114509365814377,0.9596024691358024,0.5486159358053314,0.9854030501089325,4494.0,6.0,61.0,29.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,ADASYN + RF,0.5,0.6757777777777778,0.64,0.35555555555555557,0.45714285714285713,0.5950910294512373,0.4695788721616601,0.9642222222222223,0.5377445692010662,0.983442265795207,4482.0,18.0,58.0,32.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,SMOTE-Tomek + RF,0.5,0.6822222222222222,0.7674418604651163,0.36666666666666664,0.49624060150375937,0.6048568854298113,0.5245201068257462,0.9679148148148149,0.5833317248209967,0.9854030501089325,4490.0,10.0,57.0,33.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,SMOTE-ENN + RF,0.5,0.698,0.6666666666666666,0.4,0.5,0.63118935352238,0.5092010548749033,0.9598716049382716,0.5563723027653444,0.984313725490196,4482.0,18.0,54.0,36.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,Balanced Bagging,0.5,0.8427777777777778,0.15898617511520738,0.7666666666666667,0.2633587786259542,0.8393339511073536,0.32485348634829625,0.9316172839506173,0.4017369858408962,0.9159041394335512,4135.0,365.0,21.0,69.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,Balanced Random Forest,0.5,0.8107777777777778,0.22813688212927757,0.6666666666666666,0.33994334277620397,0.7978675282229454,0.3707969407557713,0.9501012345679012,0.47383151896884373,0.9492374727668845,4297.0,203.0,30.0,60.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,EasyEnsemble,0.5,0.7495555555555555,0.05892857142857143,0.7333333333333333,0.10909090909090909,0.7493799906391753,0.16112057422967063,0.8183654320987654,0.13549273482559138,0.7651416122004358,3446.0,1054.0,24.0,66.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,RUSBoost,0.5,0.5951111111111111,0.041237113402061855,0.35555555555555557,0.07390300230946882,0.5447663447482511,0.07036676046914432,0.6261777777777778,0.036756174646393525,0.8252723311546841,3756.0,744.0,58.0,32.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,0
synthetic,Baseline RF,0.5,0.55,1.0,0.1,0.18181818181818182,0.31622776601683794,0.31341957040361135,0.9813358024691359,0.7896943787787615,0.9823529411764705,4500.0,0.0,81.0,9.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,RF (balanced_subsample),0.5,0.5443333333333333,0.8888888888888888,0.08888888888888889,0.16161616161616163,0.2981092682263823,0.27789868575786875,0.9851135802469135,0.6357200825411977,0.981917211328976,4499.0,1.0,82.0,8.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,Class weight LogisticRegression,0.5,0.8398888888888889,0.1034965034965035,0.8222222222222222,0.18385093167701863,0.8397030633312595,0.2598995936546714,0.9248691358024692,0.3112843086278894,0.8568627450980392,3859.0,641.0,16.0,74.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,Custom weighted log-loss LR,0.5,0.7462222222222221,0.35384615384615387,0.5111111111111111,0.41818181818181815,0.7082163302059409,0.4115718361801106,0.9231037037037038,0.3742060986899897,0.9721132897603486,4416.0,84.0,44.0,46.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,Random Oversampling + RF,0.5,0.5998888888888889,0.9473684210526315,0.2,0.3302752293577982,0.4471639023395734,0.4314120569510134,0.9794148148148148,0.6672349278781085,0.9840958605664488,4499.0,1.0,72.0,18.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,Random Undersampling + RF,0.5,0.8861111111111111,0.11598302687411598,0.9111111111111111,0.205771643663739,0.8857583763276348,0.29660359088349175,0.9581493827160493,0.4644664634284135,0.8620915032679739,3875.0,625.0,8.0,82.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,SMOTE + RF,0.5,0.7402222222222222,0.5365853658536586,0.4888888888888889,0.5116279069767442,0.6962474372140701,0.5028886195406634,0.9816543209876543,0.5594366501974092,0.9816993464052287,4462.0,38.0,46.0,44.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,Borderline-SMOTE + RF,0.5,0.7195555555555555,0.625,0.4444444444444444,0.5194805194805194,0.664886512176382,0.5192239016155148,0.9843604938271605,0.6125872620285934,0.9838779956427015,4476.0,24.0,50.0,40.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,ADASYN + RF,0.5,0.729111111111111,0.525,0.4666666666666667,0.49411764705882355,0.6802396092009976,0.48547893923779945,0.9823765432098766,0.5617780477859837,0.9812636165577342,4462.0,38.0,48.0,42.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,SMOTE-Tomek + RF,0.5,0.7402222222222222,0.5365853658536586,0.4888888888888889,0.5116279069767442,0.6962474372140701,0.5028886195406634,0.9816543209876543,0.5594366501974092,0.9816993464052287,4462.0,38.0,46.0,44.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,SMOTE-ENN + RF,0.5,0.739111111111111,0.4782608695652174,0.4888888888888889,0.4835164835164835,0.695466802999305,0.47310073809736247,0.9790296296296296,0.5387942531778699,0.979520697167756,4452.0,48.0,46.0,44.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,Balanced Bagging,0.5,0.8606666666666667,0.16901408450704225,0.8,0.27906976744186046,0.8585258683736133,0.3446698961878596,0.9560654320987654,0.41580935690802867,0.918954248366013,4146.0,354.0,18.0,72.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,Balanced Random Forest,0.5,0.889,0.20266666666666666,0.8444444444444444,0.32688172043010755,0.8878827639216429,0.39381539111312047,0.9663901234567902,0.4999223329169989,0.9318082788671024,4201.0,299.0,14.0,76.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,EasyEnsemble,0.5,0.8468888888888889,0.10079575596816977,0.8444444444444444,0.18009478672985782,0.8468853610818968,0.2596109009647084,0.9314222222222222,0.3300296639008533,0.8492374727668845,3822.0,678.0,14.0,76.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,RUSBoost,0.5,0.7288888888888889,0.047292666209732694,0.7666666666666667,0.08908973531310523,0.727909233250858,0.1363053927377537,0.7288888888888889,0.04083287415948787,0.6925925925925925,3110.0,1390.0,21.0,69.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,1
synthetic,Baseline RF,0.5,0.5666666666666667,1.0,0.13333333333333333,0.23529411764705882,0.3651483716701107,0.36202430712799827,0.9680320987654322,0.7093011032921944,0.9830065359477124,4500.0,0.0,78.0,12.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,2
synthetic,RF (balanced_subsample),0.5,0.5222222222222223,1.0,0.044444444444444446,0.0851063829787234,0.21081851067789195,0.2088324447241671,0.9868728395061728,0.7693562044851037,0.9812636165577342,4500.0,0.0,86.0,4.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,2
synthetic,Class weight LogisticRegression,0.5,0.8887777777777778,0.1281645569620253,0.9,0.22437673130193905,0.8887069258197552,0.31286897994529334,0.9501111111111111,0.2759559323280985,0.8779956427015251,3949.0,551.0,9.0,81.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,2
synthetic,Custom weighted log-loss LR,0.5,0.7044444444444444,0.3877551020408163,0.4222222222222222,0.40425531914893614,0.6454398442865087,0.3921930643354982,0.9445777777777777,0.3717562681833991,0.9755991285403051,4440.0,60.0,52.0,38.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,2
synthetic,Random Oversampling + RF,0.5,0.6111111111111112,1.0,0.2222222222222222,0.36363636363636365,0.4714045207910317,0.46778026972498793,0.9893308641975309,0.7747988108400751,0.9847494553376906,4500.0,0.0,70.0,20.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,2
synthetic,Random Undersampling + RF,0.5,0.9093333333333333,0.14,0.9333333333333333,0.24347826086956523,0.9090165626164967,0.3367228172237482,0.9714802469135803,0.551072428594577,0.8862745098039215,3984.0,516.0,6.0,84.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,2
synthetic,SMOTE + RF,0.5,0.7713333333333333,0.8596491228070176,0.5444444444444444,0.6666666666666666,0.7372086158000845,0.6794075521331602,0.9861765432098766,0.7658489881101135,0.9893246187363834,4492.0,8.0,41.0,49.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,2
synthetic,Borderline-SMOTE + RF,0.5,0.7547777777777778,0.8679245283018868,0.5111111111111111,0.6433566433566433,0.7143640874111156,0.6612972674064581,0.9876691358024692,0.7653013648970106,0.9888888888888889,4493.0,7.0,44.0,46.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,2
synthetic,ADASYN + RF,0.5,0.7766666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.7445273585667092,0.6754444207800624,0.981220987654321,0.7424905804245658,0.9891067538126361,4490.0,10.0,40.0,50.0,ok,clean_IR=50:1,clean,1.0,0.0,0.0,50,10500,210,50.0,4500,90,50.0,2
