dataset,method,threshold,balanced_accuracy,precision,recall,f1,g_mean,mcc,roc_auc,pr_auc,accuracy,tn,fp,fn,tp,status,scenario,experiment,parameter,parameter_value,ir,train_c0,train_c1,train_ir_actual,test_c0,test_c1,test_ir_actual,class_sep,feature_noise_std,flip_y,seed
synthetic,SMOTE-ENN + RF,0.5,0.698,0.6666666666666666,0.4,0.5,0.63118935352238,0.5092010548749033,0.9598716049382716,0.5563723027653444,0.984313725490196,4482.0,18.0,54.0,36.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,Balanced Bagging,0.5,0.8427777777777778,0.15898617511520738,0.7666666666666667,0.2633587786259542,0.8393339511073536,0.32485348634829625,0.9316172839506173,0.4017369858408962,0.9159041394335512,4135.0,365.0,21.0,69.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,Balanced Random Forest,0.5,0.8107777777777778,0.22813688212927757,0.6666666666666666,0.33994334277620397,0.7978675282229454,0.3707969407557713,0.9501012345679012,0.47383151896884373,0.9492374727668845,4297.0,203.0,30.0,60.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,EasyEnsemble,0.5,0.7495555555555555,0.05892857142857143,0.7333333333333333,0.10909090909090909,0.7493799906391753,0.16112057422967063,0.8183654320987654,0.13549273482559138,0.7651416122004358,3446.0,1054.0,24.0,66.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,RUSBoost,0.5,0.5951111111111111,0.041237113402061855,0.35555555555555557,0.07390300230946882,0.5447663447482511,0.07036676046914432,0.6261777777777778,0.036756174646393525,0.8252723311546841,3756.0,744.0,58.0,32.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,Baseline RF,0.5,0.55,1.0,0.1,0.18181818181818182,0.31622776601683794,0.31341957040361135,0.9813358024691359,0.7896943787787615,0.9823529411764705,4500.0,0.0,81.0,9.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,RF (balanced_subsample),0.5,0.5443333333333333,0.8888888888888888,0.08888888888888889,0.16161616161616163,0.2981092682263823,0.27789868575786875,0.9851135802469135,0.6357200825411977,0.981917211328976,4499.0,1.0,82.0,8.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Class weight LogisticRegression,0.5,0.8398888888888889,0.1034965034965035,0.8222222222222222,0.18385093167701863,0.8397030633312595,0.2598995936546714,0.9248691358024692,0.3112843086278894,0.8568627450980392,3859.0,641.0,16.0,74.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Custom weighted log-loss LR,0.5,0.7462222222222221,0.35384615384615387,0.5111111111111111,0.41818181818181815,0.7082163302059409,0.4115718361801106,0.9231037037037038,0.3742060986899897,0.9721132897603486,4416.0,84.0,44.0,46.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Random Oversampling + RF,0.5,0.5998888888888889,0.9473684210526315,0.2,0.3302752293577982,0.4471639023395734,0.4314120569510134,0.9794148148148148,0.6672349278781085,0.9840958605664488,4499.0,1.0,72.0,18.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Random Undersampling + RF,0.5,0.8861111111111111,0.11598302687411598,0.9111111111111111,0.205771643663739,0.8857583763276348,0.29660359088349175,0.9581493827160493,0.4644664634284135,0.8620915032679739,3875.0,625.0,8.0,82.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,SMOTE + RF,0.5,0.7402222222222222,0.5365853658536586,0.4888888888888889,0.5116279069767442,0.6962474372140701,0.5028886195406634,0.9816543209876543,0.5594366501974092,0.9816993464052287,4462.0,38.0,46.0,44.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Borderline-SMOTE + RF,0.5,0.7195555555555555,0.625,0.4444444444444444,0.5194805194805194,0.664886512176382,0.5192239016155148,0.9843604938271605,0.6125872620285934,0.9838779956427015,4476.0,24.0,50.0,40.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,ADASYN + RF,0.5,0.729111111111111,0.525,0.4666666666666667,0.49411764705882355,0.6802396092009976,0.48547893923779945,0.9823765432098766,0.5617780477859837,0.9812636165577342,4462.0,38.0,48.0,42.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,SMOTE-Tomek + RF,0.5,0.7402222222222222,0.5365853658536586,0.4888888888888889,0.5116279069767442,0.6962474372140701,0.5028886195406634,0.9816543209876543,0.5594366501974092,0.9816993464052287,4462.0,38.0,46.0,44.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,SMOTE-ENN + RF,0.5,0.739111111111111,0.4782608695652174,0.4888888888888889,0.4835164835164835,0.695466802999305,0.47310073809736247,0.9790296296296296,0.5387942531778699,0.979520697167756,4452.0,48.0,46.0,44.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Balanced Bagging,0.5,0.8606666666666667,0.16901408450704225,0.8,0.27906976744186046,0.8585258683736133,0.3446698961878596,0.9560654320987654,0.41580935690802867,0.918954248366013,4146.0,354.0,18.0,72.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Balanced Random Forest,0.5,0.889,0.20266666666666666,0.8444444444444444,0.32688172043010755,0.8878827639216429,0.39381539111312047,0.9663901234567902,0.4999223329169989,0.9318082788671024,4201.0,299.0,14.0,76.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,EasyEnsemble,0.5,0.8468888888888889,0.10079575596816977,0.8444444444444444,0.18009478672985782,0.8468853610818968,0.2596109009647084,0.9314222222222222,0.3300296639008533,0.8492374727668845,3822.0,678.0,14.0,76.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,RUSBoost,0.5,0.7288888888888889,0.047292666209732694,0.7666666666666667,0.08908973531310523,0.727909233250858,0.1363053927377537,0.7288888888888889,0.04083287415948787,0.6925925925925925,3110.0,1390.0,21.0,69.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Baseline RF,0.5,0.5666666666666667,1.0,0.13333333333333333,0.23529411764705882,0.3651483716701107,0.36202430712799827,0.9680320987654322,0.7093011032921944,0.9830065359477124,4500.0,0.0,78.0,12.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,RF (balanced_subsample),0.5,0.5222222222222223,1.0,0.044444444444444446,0.0851063829787234,0.21081851067789195,0.2088324447241671,0.9868728395061728,0.7693562044851037,0.9812636165577342,4500.0,0.0,86.0,4.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Class weight LogisticRegression,0.5,0.8887777777777778,0.1281645569620253,0.9,0.22437673130193905,0.8887069258197552,0.31286897994529334,0.9501111111111111,0.2759559323280985,0.8779956427015251,3949.0,551.0,9.0,81.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Custom weighted log-loss LR,0.5,0.7044444444444444,0.3877551020408163,0.4222222222222222,0.40425531914893614,0.6454398442865087,0.3921930643354982,0.9445777777777777,0.3717562681833991,0.9755991285403051,4440.0,60.0,52.0,38.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Random Oversampling + RF,0.5,0.6111111111111112,1.0,0.2222222222222222,0.36363636363636365,0.4714045207910317,0.46778026972498793,0.9893308641975309,0.7747988108400751,0.9847494553376906,4500.0,0.0,70.0,20.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Random Undersampling + RF,0.5,0.9093333333333333,0.14,0.9333333333333333,0.24347826086956523,0.9090165626164967,0.3367228172237482,0.9714802469135803,0.551072428594577,0.8862745098039215,3984.0,516.0,6.0,84.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,SMOTE + RF,0.5,0.7713333333333333,0.8596491228070176,0.5444444444444444,0.6666666666666666,0.7372086158000845,0.6794075521331602,0.9861765432098766,0.7658489881101135,0.9893246187363834,4492.0,8.0,41.0,49.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Borderline-SMOTE + RF,0.5,0.7547777777777778,0.8679245283018868,0.5111111111111111,0.6433566433566433,0.7143640874111156,0.6612972674064581,0.9876691358024692,0.7653013648970106,0.9888888888888889,4493.0,7.0,44.0,46.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,ADASYN + RF,0.5,0.7766666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.7445273585667092,0.6754444207800624,0.981220987654321,0.7424905804245658,0.9891067538126361,4490.0,10.0,40.0,50.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,SMOTE-Tomek + RF,0.5,0.7713333333333333,0.8596491228070176,0.5444444444444444,0.6666666666666666,0.7372086158000845,0.6794075521331602,0.9861765432098766,0.7658489881101135,0.9893246187363834,4492.0,8.0,41.0,49.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,SMOTE-ENN + RF,0.5,0.7651111111111111,0.7741935483870968,0.5333333333333333,0.631578947368421,0.7291598412378962,0.6368488711373134,0.9846814814814815,0.7369288109110125,0.9877995642701525,4486.0,14.0,42.0,48.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Balanced Bagging,0.5,0.885,0.16666666666666666,0.8555555555555555,0.27898550724637683,0.884510047818202,0.35483577924521387,0.9662308641975308,0.4948757861449255,0.9132897603485839,4115.0,385.0,13.0,77.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Balanced Random Forest,0.5,0.9085555555555556,0.2591362126245847,0.8666666666666667,0.3989769820971867,0.907589399738956,0.45766463730238166,0.9769086419753086,0.582501668795607,0.94880174291939,4277.0,223.0,12.0,78.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,EasyEnsemble,0.5,0.8744444444444444,0.11987860394537178,0.8777777777777778,0.2109479305740988,0.8744380911812122,0.29610836036672317,0.940041975308642,0.2849484218669705,0.8712418300653595,3920.0,580.0,11.0,79.0,ok,feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,RUSBoost,0.5,,,,,,,,,,,,,,"error: ValueError: BaseClassifier in AdaBoostClassifier ensemble is worse than random, ensemble can not be fit.",feature_noise:feature_noise_std=0.0,feature_noise,feature_noise_std,0.0,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Baseline RF,0.5,0.5277777777777778,1.0,0.05555555555555555,0.10526315789473684,0.23570226039551584,0.23350723124715222,0.9391506172839507,0.5480891946940858,0.9814814814814815,4500.0,0.0,85.0,5.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,RF (balanced_subsample),0.5,0.5166666666666667,1.0,0.03333333333333333,0.06451612903225806,0.18257418583505536,0.1808344874126683,0.9525358024691358,0.5541120697239377,0.9810457516339869,4500.0,0.0,87.0,3.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,Class weight LogisticRegression,0.5,0.7375555555555555,0.0586046511627907,0.7,0.10815450643776824,0.7365987902364337,0.1555449092594158,0.8295802469135803,0.09866940090100558,0.7736383442265795,3488.0,1012.0,27.0,63.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,Custom weighted log-loss LR,0.5,0.5565555555555556,0.21153846153846154,0.12222222222222222,0.15492957746478872,0.3480066694408437,0.1481831636574296,0.8133358024691358,0.12238226297285197,0.9738562091503268,4459.0,41.0,79.0,11.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,Random Oversampling + RF,0.5,0.5555555555555556,1.0,0.1111111111111111,0.2,0.3333333333333333,0.33040930022754494,0.966795061728395,0.5784988949146789,0.9825708061002179,4500.0,0.0,80.0,10.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,Random Undersampling + RF,0.5,0.8484444444444444,0.09734513274336283,0.8555555555555555,0.17480136208853575,0.8484146435602155,0.25583983323716647,0.9164716049382716,0.3652217073581658,0.8416122004357298,3786.0,714.0,13.0,77.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,SMOTE + RF,0.5,0.6876666666666666,0.7555555555555555,0.37777777777777777,0.5037037037037037,0.6138846153697406,0.5281672235775391,0.9630913580246915,0.572318806299295,0.9854030501089325,4489.0,11.0,56.0,34.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,Borderline-SMOTE + RF,0.5,0.6601111111111111,0.7631578947368421,0.32222222222222224,0.453125,0.5670782818780646,0.4899886876949342,0.9635802469135802,0.5526677460705698,0.9847494553376906,4491.0,9.0,61.0,29.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,ADASYN + RF,0.5,0.6871111111111111,0.68,0.37777777777777777,0.4857142857142857,0.6135426373946921,0.4998551331986319,0.9618987654320987,0.5446567555246102,0.984313725490196,4484.0,16.0,56.0,34.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,SMOTE-Tomek + RF,0.5,0.6876666666666666,0.7555555555555555,0.37777777777777777,0.5037037037037037,0.6138846153697406,0.5281672235775391,0.9630913580246915,0.572318806299295,0.9854030501089325,4489.0,11.0,56.0,34.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,SMOTE-ENN + RF,0.5,0.7035555555555555,0.6727272727272727,0.4111111111111111,0.5103448275862069,0.6398958248548483,0.518764772169759,0.9653814814814814,0.5485219444298152,0.9845315904139433,4482.0,18.0,53.0,37.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,Balanced Bagging,0.5,0.8352222222222223,0.1675,0.7444444444444445,0.27346938775510204,0.8302743857036393,0.3295742715645852,0.9353185185185184,0.35826357247634755,0.9224400871459695,4167.0,333.0,23.0,67.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,Balanced Random Forest,0.5,0.8194444444444444,0.2584745762711864,0.6777777777777778,0.37423312883435583,0.8071057880392258,0.4010999732520282,0.9436358024691358,0.44918801507086503,0.9555555555555556,4325.0,175.0,29.0,61.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,EasyEnsemble,0.5,0.7615555555555555,0.06302916274694262,0.7444444444444445,0.11621856027753687,0.7613632996632251,0.1719301706522202,0.820920987654321,0.13336099518597905,0.7779956427015251,3504.0,996.0,23.0,67.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,RUSBoost,0.5,0.5911111111111111,0.03940886699507389,0.35555555555555557,0.07095343680709534,0.5421493575814011,0.06620943148882191,0.6206419753086421,0.0344965648792255,0.8174291938997821,3720.0,780.0,58.0,32.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,0
synthetic,Baseline RF,0.5,0.5666666666666667,1.0,0.13333333333333333,0.23529411764705882,0.3651483716701107,0.36202430712799827,0.9817530864197531,0.7905154029322301,0.9830065359477124,4500.0,0.0,78.0,12.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,RF (balanced_subsample),0.5,0.5444444444444444,1.0,0.08888888888888889,0.16326530612244897,0.29814239699997197,0.2954625578484583,0.9833703703703703,0.6632848260541917,0.9821350762527233,4500.0,0.0,82.0,8.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,Class weight LogisticRegression,0.5,0.8404444444444444,0.10422535211267606,0.8222222222222222,0.185,0.8402468773014362,0.26107105347303766,0.9247604938271605,0.3106624414313815,0.8579520697167756,3864.0,636.0,16.0,74.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,Custom weighted log-loss LR,0.5,0.7404444444444445,0.3435114503816794,0.5,0.4072398190045249,0.7003173883636222,0.40042194447490087,0.9226617283950617,0.3780873660899075,0.9714596949891068,4414.0,86.0,45.0,45.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,Random Oversampling + RF,0.5,0.5943333333333334,0.9444444444444444,0.18888888888888888,0.3148148148148148,0.4345652006088924,0.418536486941267,0.9832111111111111,0.6294421043269102,0.9838779956427015,4499.0,1.0,73.0,17.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,Random Undersampling + RF,0.5,0.8966666666666667,0.11764705882352941,0.9333333333333333,0.208955223880597,0.8959166627910582,0.30348848933344197,0.9573469135802469,0.48554873321518155,0.8614379084967321,3870.0,630.0,6.0,84.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,SMOTE + RF,0.5,0.7407777777777778,0.5714285714285714,0.4888888888888889,0.5269461077844312,0.6966374262869486,0.5198713447202602,0.9829654320987654,0.5784623647768621,0.9827886710239652,4467.0,33.0,46.0,44.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,Borderline-SMOTE + RF,0.5,0.7363333333333334,0.6515151515151515,0.4777777777777778,0.5512820512820513,0.6894460112794445,0.5504897308895107,0.9839296296296296,0.6307131285508044,0.9847494553376906,4477.0,23.0,47.0,43.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,ADASYN + RF,0.5,0.7232222222222222,0.5,0.45555555555555555,0.47674418604651164,0.6718667563375977,0.46730029447603744,0.9827135802469136,0.5662582042540791,0.9803921568627451,4459.0,41.0,49.0,41.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,SMOTE-Tomek + RF,0.5,0.7407777777777778,0.5714285714285714,0.4888888888888889,0.5269461077844312,0.6966374262869486,0.5198713447202602,0.9829654320987654,0.5784623647768621,0.9827886710239652,4467.0,33.0,46.0,44.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,SMOTE-ENN + RF,0.5,0.7503333333333333,0.4946236559139785,0.5111111111111111,0.5027322404371585,0.7111770802733822,0.49268945987447116,0.9813753086419753,0.5643544608434982,0.9801742919389979,4453.0,47.0,44.0,46.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,Balanced Bagging,0.5,0.8852222222222221,0.1673913043478261,0.8555555555555555,0.28,0.8847249694707041,0.35572541755104076,0.9583111111111111,0.4397767169090872,0.9137254901960784,4117.0,383.0,13.0,77.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
synthetic,Balanced Random Forest,0.5,0.8718888888888889,0.19414893617021275,0.8111111111111111,0.3133047210300429,0.8697679554319625,0.37603608465130106,0.9639333333333333,0.4673519986911589,0.9302832244008714,4197.0,303.0,17.0,73.0,ok,feature_noise:feature_noise_std=0.05,feature_noise,feature_noise_std,0.05,50,10500,210,50.0,4500,90,50.0,1.0,0.05,0.0,1
