dataset,method,threshold,balanced_accuracy,precision,recall,f1,g_mean,mcc,roc_auc,pr_auc,accuracy,tn,fp,fn,tp,status,scenario,experiment,parameter,parameter_value,ir,train_c0,train_c1,train_ir_actual,test_c0,test_c1,test_ir_actual,class_sep,feature_noise_std,flip_y,seed
synthetic,Balanced Random Forest,0.5,0.901,0.3472222222222222,0.8333333333333334,0.49019607843137253,0.8984554647962371,0.5250922578811213,0.9654592592592592,0.7789606641266402,0.9660130718954248,4359,141,15,75,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,EasyEnsemble,0.5,0.8824444444444444,0.15876288659793814,0.8555555555555555,0.2678260869565217,0.8820346847971372,0.3449835713518557,0.9310814814814816,0.6090153860465956,0.9082788671023965,4092,408,13,77,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,RUSBoost,0.5,0.7933333333333333,0.0962962962962963,0.7222222222222222,0.16993464052287582,0.7901398532249345,0.22966835252130627,0.8688345679012346,0.29086806033057844,0.8616557734204793,3890,610,25,65,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Baseline RF,0.5,0.5551111111111111,0.7142857142857143,0.1111111111111111,0.19230769230769232,0.3331851522487344,0.277133896885958,0.8945148148148148,0.4423866727100709,0.9816993464052287,4496,4,80,10,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,RF (balanced_subsample),0.5,0.5328888888888889,0.6,0.06666666666666667,0.12,0.25808410917258623,0.1956023057347066,0.9126345679012345,0.41679722150295406,0.9808278867102397,4496,4,84,6,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Class weight LogisticRegression,0.5,0.7761111111111111,0.057408844065166796,0.8222222222222222,0.10732414793328499,0.7747400997897438,0.17036962601187902,0.8468074074074073,0.13294758538373322,0.7318082788671024,3285,1215,16,74,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Custom weighted log-loss LR,0.5,0.5303333333333333,0.18181818181818182,0.06666666666666667,0.0975609756097561,0.2574231276841043,0.09955914553877286,0.8494469135802469,0.14782628514461196,0.9758169934640523,4473,27,84,6,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Random Oversampling + RF,0.5,0.599,0.6666666666666666,0.2,0.3076923076923077,0.4467661580737735,0.358992673525478,0.9235629629629629,0.38173684186360796,0.9823529411764705,4491,9,72,18,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Random Undersampling + RF,0.5,0.8403333333333334,0.09348093480934809,0.8444444444444444,0.16832779623477298,0.8403232770050721,0.24719701912888103,0.9176320987654322,0.25414809700272456,0.8363834422657952,3763,737,14,76,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,SMOTE + RF,0.5,0.7317777777777777,0.40186915887850466,0.4777777777777778,0.4365482233502538,0.6862818051277352,0.4259445282947597,0.9386962962962964,0.33596434220637805,0.9758169934640523,4436,64,47,43,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Borderline-SMOTE + RF,0.5,0.6838888888888889,0.43037974683544306,0.37777777777777777,0.40236686390532544,0.6115553940568262,0.39206948006238534,0.9270666666666667,0.3334869182925629,0.9779956427015251,4455,45,56,34,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,ADASYN + RF,0.5,0.7323333333333334,0.4215686274509804,0.4777777777777778,0.4479166666666667,0.6866684645787322,0.43706146852900135,0.9480506172839506,0.32893528956801826,0.9769063180827887,4441,59,47,43,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,SMOTE-Tomek + RF,0.5,0.7324444444444445,0.42574257425742573,0.4777777777777778,0.450261780104712,0.6867457703447614,0.43938091450023004,0.9377098765432099,0.34563608156316084,0.9771241830065359,4442,58,47,43,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,SMOTE-ENN + RF,0.5,0.7777777777777777,0.34210526315789475,0.5777777777777777,0.4297520661157025,0.751623756679456,0.4304667025807998,0.94230987654321,0.34150446872116924,0.9699346405228758,4400,100,38,52,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Balanced Bagging,0.5,0.8393333333333333,0.10277777777777777,0.8222222222222222,0.18271604938271604,0.8391588969444271,0.2587392409976526,0.9039098765432099,0.24368646648027265,0.8557734204793028,3854,646,16,74,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Balanced Random Forest,0.5,0.8667777777777778,0.15644820295983086,0.8222222222222222,0.26287744227353466,0.8656318608499334,0.3345334260546725,0.9250654320987655,0.3281934824494059,0.9095860566448801,4101,399,16,74,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,EasyEnsemble,0.5,0.7967777777777778,0.06708975521305531,0.8222222222222222,0.12405699916177704,0.796371400420311,0.19260837000958547,0.8713493827160493,0.12635110927887555,0.7723311546840959,3471,1029,16,74,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,RUSBoost,0.5,0.59,0.038929440389294405,0.35555555555555557,0.07017543859649122,0.5414201718343488,0.06508915910603177,0.6935703703703703,0.04388668837031662,0.8152505446623094,3710,790,58,32,ok,dimensionality:n_features=10,dimensionality,n_features,10,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Baseline RF,0.5,0.5333333333333333,1.0,0.06666666666666667,0.125,0.2581988897471611,0.25582225504832545,0.9336938271604938,0.5171490659086,0.9816993464052287,4500,0,84,6,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,RF (balanced_subsample),0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.9557123456790124,0.6619287211004173,0.9803921568627451,4500,0,90,0,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,Class weight LogisticRegression,0.5,0.703111111111111,0.04548736462093863,0.7,0.08542372881355932,0.7031042280882369,0.12270218194162129,0.7743086419753087,0.04818338757168916,0.7061002178649237,3178,1322,27,63,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,Custom weighted log-loss LR,0.5,0.5593333333333333,0.4074074074074074,0.12222222222222222,0.18803418803418803,0.34898087959226026,0.21515385820718883,0.7691703703703704,0.1565822959710053,0.9793028322440087,4484,16,79,11,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,Random Oversampling + RF,0.5,0.55,1.0,0.1,0.18181818181818182,0.31622776601683794,0.31341957040361135,0.97350987654321,0.6835655312403717,0.9823529411764705,4500,0,81,9,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,Random Undersampling + RF,0.5,0.8494444444444444,0.09846547314578005,0.8555555555555555,0.17660550458715596,0.8494224617459316,0.2577411733161007,0.9301493827160494,0.38002797097071284,0.8435729847494553,3795,705,13,77,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,SMOTE + RF,0.5,0.6825555555555556,0.825,0.36666666666666664,0.5076923076923077,0.6050589196898896,0.5446491965042703,0.9780802469135802,0.6803322475579887,0.9860566448801743,4493,7,57,33,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,Borderline-SMOTE + RF,0.5,0.6495555555555556,0.8709677419354839,0.3,0.4462809917355372,0.5474790711372749,0.5063425386561403,0.9777432098765432,0.6805552551143806,0.9854030501089325,4496,4,63,27,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,ADASYN + RF,0.5,0.6990000000000001,0.8,0.4,0.5333333333333333,0.6318227599572526,0.5600636456053123,0.9799493827160494,0.6804640018732466,0.9862745098039216,4491,9,54,36,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,SMOTE-Tomek + RF,0.5,0.6825555555555556,0.825,0.36666666666666664,0.5076923076923077,0.6050589196898896,0.5446491965042703,0.9780802469135802,0.6803322475579887,0.9860566448801743,4493,7,57,33,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,SMOTE-ENN + RF,0.5,0.6818888888888889,0.717391304347826,0.36666666666666664,0.4852941176470588,0.6046547836637095,0.5063672391897787,0.9758617283950618,0.634534250173713,0.9847494553376906,4487,13,57,33,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,Balanced Bagging,0.5,0.8437777777777777,0.1623529411764706,0.7666666666666667,0.26796116504854367,0.8402468773014362,0.3288768766575114,0.9472135802469136,0.3766594769695228,0.9178649237472767,4144,356,21,69,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,Balanced Random Forest,0.5,0.8505555555555555,0.21725239616613418,0.7555555555555555,0.337468982630273,0.8452335494325931,0.3856315584573453,0.9542395061728395,0.5308529372453242,0.9418300653594771,4255,245,22,68,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,EasyEnsemble,0.5,0.7328888888888889,0.05640107430617726,0.7,0.1043910521955261,0.7321505613222218,0.15049681118160413,0.8187679012345679,0.08732043730251549,0.7644880174291939,3446,1054,27,63,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,RUSBoost,0.5,0.6246666666666667,0.05555555555555555,0.37777777777777777,0.09686609686609686,0.5738068673235397,0.10169503597462534,0.6246666666666666,0.033188090050835145,0.8618736383442266,3922,578,56,34,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,0
synthetic,Baseline RF,0.5,0.5166666666666667,1.0,0.03333333333333333,0.06451612903225806,0.18257418583505536,0.1808344874126683,0.9599395061728396,0.6460661127722156,0.9810457516339869,4500,0,87,3,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,RF (balanced_subsample),0.5,0.5277777777777778,1.0,0.05555555555555555,0.10526315789473684,0.23570226039551584,0.23350723124715222,0.9741358024691358,0.7079674654053068,0.9814814814814815,4500,0,85,5,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Class weight LogisticRegression,0.5,0.8431111111111111,0.08395324123273114,0.8777777777777778,0.15324927255092144,0.8423981053523534,0.23567338848804717,0.9124246913580246,0.13645865734337115,0.8098039215686275,3638,862,11,79,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Custom weighted log-loss LR,0.5,0.6541111111111111,0.31521739130434784,0.32222222222222224,0.31868131868131866,0.5636586831683791,0.30492134002836513,0.9089160493827161,0.23524672887942,0.9729847494553376,4437,63,61,29,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Random Oversampling + RF,0.5,0.5777777777777777,1.0,0.15555555555555556,0.2692307692307692,0.39440531887330776,0.3911163867342149,0.9826246913580248,0.7005182690745202,0.983442265795207,4500,0,76,14,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Random Undersampling + RF,0.5,0.8963333333333333,0.11067708333333333,0.9444444444444444,0.19813519813519814,0.8950412087899074,0.29443684522848096,0.9570271604938272,0.3673622522777584,0.8501089324618737,3817,683,5,85,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,SMOTE + RF,0.5,0.7251111111111112,0.6307692307692307,0.45555555555555555,0.5290322580645161,0.6731462886519735,0.5283095590894077,0.9826481481481482,0.6241776852631189,0.9840958605664488,4476,24,49,41,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Borderline-SMOTE + RF,0.5,0.687,0.6666666666666666,0.37777777777777777,0.48226950354609927,0.6134742189236241,0.4946909147372686,0.9763654320987654,0.627294534078008,0.9840958605664488,4483,17,56,34,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,ADASYN + RF,0.5,0.7363333333333334,0.6515151515151515,0.4777777777777778,0.5512820512820513,0.6894460112794445,0.5504897308895107,0.9828728395061729,0.5991732669291492,0.9847494553376906,4477,23,47,43,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,SMOTE-Tomek + RF,0.5,0.7251111111111112,0.6307692307692307,0.45555555555555555,0.5290322580645161,0.6731462886519735,0.5283095590894077,0.9826481481481482,0.6241776852631189,0.9840958605664488,4476,24,49,41,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,SMOTE-ENN + RF,0.5,0.7462222222222222,0.569620253164557,0.5,0.5325443786982249,0.7044304239754429,0.524970373304076,0.9791345679012345,0.56571100190045,0.9827886710239652,4466,34,45,45,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Balanced Bagging,0.5,0.8755555555555555,0.14076782449725778,0.8555555555555555,0.24175824175824176,0.8753270993544057,0.3214298194001155,0.9479592592592593,0.3674807536667722,0.8947712418300654,4030,470,13,77,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Balanced Random Forest,0.5,0.9019999999999999,0.17316017316017315,0.8888888888888888,0.2898550724637681,0.9019047060335321,0.37050385261448304,0.9630814814814815,0.4758875034406908,0.9145969498910675,4118,382,10,80,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,EasyEnsemble,0.5,0.8537777777777777,0.08928571428571429,0.8888888888888888,0.16227180527383367,0.8530555103296055,0.2475059287742521,0.9204493827160495,0.17277290953336547,0.8200435729847495,3684,816,10,80,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,RUSBoost,0.5,0.7236666666666667,0.04992319508448541,0.7222222222222222,0.09339080459770115,0.7236652251039091,0.13759016015428052,0.7236666666666667,0.04150226398803249,0.7250544662309368,3263,1237,25,65,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,1
synthetic,Baseline RF,0.5,0.6777777777777778,1.0,0.35555555555555557,0.5245901639344263,0.5962847939999439,0.5924788215750153,0.9815308641975309,0.7867019831503228,0.987363834422658,4500,0,58,32,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,RF (balanced_subsample),0.5,0.6221111111111111,0.9565217391304348,0.24444444444444444,0.3893805309734513,0.4943582946171634,0.47954930558364195,0.9924975308641976,0.7768786428560782,0.984967320261438,4499,1,68,22,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Class weight LogisticRegression,0.5,0.9164444444444444,0.1711340206185567,0.9222222222222223,0.288695652173913,0.9164262310939365,0.3756532322564658,0.9736296296296296,0.6026039645317477,0.9108932461873638,4098,402,7,83,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Custom weighted log-loss LR,0.5,0.8324444444444445,0.5126050420168067,0.6777777777777778,0.583732057416268,0.8179498611214762,0.580097202890807,0.9746222222222223,0.6710577196268338,0.9810457516339869,4442,58,29,61,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Random Oversampling + RF,0.5,0.7165555555555556,0.975,0.43333333333333335,0.6,0.6582074422528486,0.6460872087564351,0.9930333333333333,0.7854784611543899,0.9886710239651416,4499,1,51,39,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
synthetic,Random Undersampling + RF,0.5,0.8983333333333333,0.17792792792792791,0.8777777777777778,0.2958801498127341,0.8980981276639988,0.3736784250893328,0.9719000000000001,0.629172016877491,0.918082788671024,4135,365,11,79,ok,dimensionality:n_features=20,dimensionality,n_features,20,50,10500,210,50.0,4500,90,50.0,1.0,0.0,0.0,2
